"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","balance"
"1082",30,"services","married","unknown","no","no","no","telephone","may","wed",133,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",4471
"1083",30,"services","married","unknown","no","no","no","telephone","may","wed",133,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",840
"1084",30,"services","married","unknown","no","no","no","telephone","may","wed",133,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",-51
"1085",30,"services","married","unknown","no","yes","no","telephone","jun","wed",597,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",280
"1086",30,"services","married","unknown","no","yes","no","telephone","jun","wed",597,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",4471
"1087",30,"services","married","unknown","no","yes","no","telephone","jun","wed",597,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",840
"1088",30,"services","married","unknown","no","yes","no","telephone","jun","wed",597,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",-51
"1089",30,"services","married","unknown","no","no","no","telephone","may","wed",143,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",280
"1090",30,"services","married","unknown","no","no","no","telephone","may","wed",143,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",4471
"1091",30,"services","married","unknown","no","no","no","telephone","may","wed",143,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",840
"1092",30,"services","married","unknown","no","no","no","telephone","may","wed",143,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",-51
"1093",30,"services","single","unknown","no","yes","no","telephone","may","tue",205,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",347
"1094",30,"services","single","unknown","no","yes","no","telephone","may","tue",205,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",138
"1095",30,"services","single","unknown","no","no","no","telephone","jun","mon",163,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",347
"1096",30,"services","single","unknown","no","no","no","telephone","jun","mon",163,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",138
"1097",30,"services","single","unknown","no","no","yes","telephone","may","fri",154,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",347
"1098",30,"services","single","unknown","no","no","yes","telephone","may","fri",154,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",138
"1099",30,"student","single","unknown","no","no","no","cellular","may","thu",486,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",145
"1100",30,"student","single","unknown","no","no","no","cellular","may","thu",486,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",988
"1101",30,"student","single","unknown","no","no","no","cellular","may","thu",486,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",-145
"1102",30,"student","single","unknown","no","no","no","cellular","may","thu",486,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",809
"1103",30,"student","single","unknown","no","no","no","cellular","may","thu",486,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",809
"1104",30,"student","single","unknown","no","no","no","cellular","may","thu",486,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",1232
"1105",30,"student","single","unknown","no","no","no","cellular","may","thu",486,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",4468
"1106",30,"student","single","unknown","no","yes","no","cellular","mar","tue",136,1,9,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",145
"1107",30,"student","single","unknown","no","yes","no","cellular","mar","tue",136,1,9,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",988
"1108",30,"student","single","unknown","no","yes","no","cellular","mar","tue",136,1,9,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",-145
"1109",30,"student","single","unknown","no","yes","no","cellular","mar","tue",136,1,9,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",809
"1110",30,"student","single","unknown","no","yes","no","cellular","mar","tue",136,1,9,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",809
"1111",30,"student","single","unknown","no","yes","no","cellular","mar","tue",136,1,9,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",1232
"1112",30,"student","single","unknown","no","yes","no","cellular","mar","tue",136,1,9,1,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",4468
"1113",30,"student","single","unknown","no","yes","no","cellular","mar","thu",292,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",145
"1114",30,"student","single","unknown","no","yes","no","cellular","mar","thu",292,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",988
"1115",30,"student","single","unknown","no","yes","no","cellular","mar","thu",292,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",-145
"1116",30,"student","single","unknown","no","yes","no","cellular","mar","thu",292,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",809
"1117",30,"student","single","unknown","no","yes","no","cellular","mar","thu",292,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",809
"1118",30,"student","single","unknown","no","yes","no","cellular","mar","thu",292,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",1232
"1119",30,"student","single","unknown","no","yes","no","cellular","mar","thu",292,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.635,5008.7,"yes",4468
"1120",30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",145
"1121",30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",988
"1122",30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",-145
"1123",30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",809
"1124",30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",809
"1125",30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",1232
"1126",30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",4468
"1127",30,"student","single","unknown","no","no","no","cellular","mar","thu",101,1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes",145
"1128",30,"student","single","unknown","no","no","no","cellular","mar","thu",101,1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes",988
"1129",30,"student","single","unknown","no","no","no","cellular","mar","thu",101,1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes",-145
"1130",30,"student","single","unknown","no","no","no","cellular","mar","thu",101,1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes",809
"1131",30,"student","single","unknown","no","no","no","cellular","mar","thu",101,1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes",809
"1132",30,"student","single","unknown","no","no","no","cellular","mar","thu",101,1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes",1232
"1133",30,"student","single","unknown","no","no","no","cellular","mar","thu",101,1,14,1,"success",-1.8,93.369,-34.8,0.635,5008.7,"yes",4468
"1134",30,"student","single","unknown","no","yes","no","cellular","apr","wed",116,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",145
"1135",30,"student","single","unknown","no","yes","no","cellular","apr","wed",116,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",988
"1136",30,"student","single","unknown","no","yes","no","cellular","apr","wed",116,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",-145
"1137",30,"student","single","unknown","no","yes","no","cellular","apr","wed",116,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",809
"1138",30,"student","single","unknown","no","yes","no","cellular","apr","wed",116,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",809
"1139",30,"student","single","unknown","no","yes","no","cellular","apr","wed",116,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",1232
"1140",30,"student","single","unknown","no","yes","no","cellular","apr","wed",116,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",4468
"1141",30,"student","single","unknown","no","no","yes","telephone","mar","tue",255,1,3,2,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",145
"1142",30,"student","single","unknown","no","no","yes","telephone","mar","tue",255,1,3,2,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",988
"1143",30,"student","single","unknown","no","no","yes","telephone","mar","tue",255,1,3,2,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",-145
"1144",30,"student","single","unknown","no","no","yes","telephone","mar","tue",255,1,3,2,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",809
"1145",30,"student","single","unknown","no","no","yes","telephone","mar","tue",255,1,3,2,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",809
"1146",30,"student","single","unknown","no","no","yes","telephone","mar","tue",255,1,3,2,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",1232
"1147",30,"student","single","unknown","no","no","yes","telephone","mar","tue",255,1,3,2,"success",-1.8,93.369,-34.8,0.637,5008.7,"yes",4468
"1148",30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes",145
"1149",30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes",988
"1150",30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes",-145
"1151",30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes",809
"1152",30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes",809
"1153",30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes",1232
"1154",30,"student","single","unknown","no","no","no","cellular","dec","wed",343,1,4,2,"success",-3,92.713,-33,0.715,5023.5,"yes",4468
"1155",30,"student","single","unknown","no","no","no","cellular","jun","tue",205,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no",145
"1156",30,"student","single","unknown","no","no","no","cellular","jun","tue",205,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no",988
"1157",30,"student","single","unknown","no","no","no","cellular","jun","tue",205,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no",-145
"1158",30,"student","single","unknown","no","no","no","cellular","jun","tue",205,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no",809
"1159",30,"student","single","unknown","no","no","no","cellular","jun","tue",205,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no",809
"1160",30,"student","single","unknown","no","no","no","cellular","jun","tue",205,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no",1232
"1161",30,"student","single","unknown","no","no","no","cellular","jun","tue",205,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.206,5076.2,"no",4468
"1162",30,"student","single","unknown","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no",145
"1163",30,"student","single","unknown","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no",988
"1164",30,"student","single","unknown","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no",-145
"1165",30,"student","single","unknown","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no",809
"1166",30,"student","single","unknown","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no",809
"1167",30,"student","single","unknown","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no",1232
"1168",30,"student","single","unknown","no","no","no","cellular","dec","mon",69,1,999,1,"failure",-3,92.713,-33,0.717,5023.5,"no",4468
"1169",30,"technician","single","unknown","no","yes","yes","cellular","may","wed",324,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",766
"1170",30,"technician","single","unknown","no","yes","yes","cellular","may","wed",324,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",-48
"1171",30,"technician","single","unknown","no","yes","yes","cellular","may","wed",324,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no",878
"1172",30,"technician","single","unknown","no","yes","no","telephone","may","mon",144,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",766
"1173",30,"technician","single","unknown","no","yes","no","telephone","may","mon",144,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",-48
"1174",30,"technician","single","unknown","no","yes","no","telephone","may","mon",144,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",878
"1175",30,"technician","single","unknown","no","yes","yes","cellular","oct","mon",195,1,999,3,"failure",-1.1,94.601,-49.5,0.977,4963.6,"no",766
"1176",30,"technician","single","unknown","no","yes","yes","cellular","oct","mon",195,1,999,3,"failure",-1.1,94.601,-49.5,0.977,4963.6,"no",-48
"1177",30,"technician","single","unknown","no","yes","yes","cellular","oct","mon",195,1,999,3,"failure",-1.1,94.601,-49.5,0.977,4963.6,"no",878
"1178",31,"admin.","married","unknown","no","yes","no","cellular","may","wed",208,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",-295
"1179",31,"admin.","married","unknown","no","yes","no","cellular","may","wed",7,11,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",-295
"1180",31,"blue-collar","married","unknown","no","no","no","telephone","jun","fri",339,5,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",92
"1181",31,"blue-collar","married","unknown","no","no","no","telephone","jun","fri",339,5,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",-120
"1182",31,"blue-collar","married","unknown","no","no","no","telephone","jun","fri",339,5,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",-120
"1183",31,"blue-collar","married","unknown","no","no","no","telephone","jun","fri",339,5,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",-357
"1184",31,"blue-collar","single","unknown","no","yes","no","telephone","may","fri",273,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",-340
"1185",31,"blue-collar","single","unknown","no","yes","no","telephone","may","fri",273,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",6281
"1186",31,"blue-collar","single","unknown","no","yes","no","telephone","may","fri",273,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",461
"1187",31,"blue-collar","single","unknown","no","yes","no","telephone","may","fri",273,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",667
"1188",31,"blue-collar","single","unknown","no","yes","no","telephone","may","fri",273,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no",813
"1189",31,"blue-collar","single","unknown","no","yes","no","telephone","jun","mon",400,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",-340
"1190",31,"blue-collar","single","unknown","no","yes","no","telephone","jun","mon",400,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",6281
"1191",31,"blue-collar","single","unknown","no","yes","no","telephone","jun","mon",400,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",461
"1192",31,"blue-collar","single","unknown","no","yes","no","telephone","jun","mon",400,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",667
"1193",31,"blue-collar","single","unknown","no","yes","no","telephone","jun","mon",400,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",813
"1194",31,"blue-collar","single","unknown","no","no","no","cellular","apr","tue",424,2,999,2,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no",-340
"1195",31,"blue-collar","single","unknown","no","no","no","cellular","apr","tue",424,2,999,2,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no",6281
"1196",31,"blue-collar","single","unknown","no","no","no","cellular","apr","tue",424,2,999,2,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no",461
"1197",31,"blue-collar","single","unknown","no","no","no","cellular","apr","tue",424,2,999,2,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no",667
"1198",31,"blue-collar","single","unknown","no","no","no","cellular","apr","tue",424,2,999,2,"failure",-1.8,93.075,-47.1,1.423,5099.1,"no",813
"1199",31,"blue-collar","single","unknown","no","no","no","telephone","may","thu",735,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",-340
"1200",31,"blue-collar","single","unknown","no","no","no","telephone","may","thu",735,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",6281
"1201",31,"blue-collar","single","unknown","no","no","no","telephone","may","thu",735,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",461
"1202",31,"blue-collar","single","unknown","no","no","no","telephone","may","thu",735,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",667
"1203",31,"blue-collar","single","unknown","no","no","no","telephone","may","thu",735,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",813
"1204",31,"services","married","unknown","no","yes","no","cellular","jun","tue",98,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.286,5076.2,"no",-82
"1205",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",2347
"1206",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",643
"1207",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",376
"1208",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",7826
"1209",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",988
"1210",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",2882
"1211",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",2144
"1212",31,"student","single","unknown","no","yes","no","telephone","sep","mon",69,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"no",640
"1213",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",2347
"1214",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",643
"1215",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",376
"1216",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",7826
"1217",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",988
"1218",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",2882
"1219",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",2144
"1220",31,"student","single","unknown","no","no","yes","cellular","may","mon",535,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",640
"1221",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",2347
"1222",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",643
"1223",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",376
"1224",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",7826
"1225",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",988
"1226",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",2882
"1227",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",2144
"1228",31,"student","single","unknown","no","no","yes","cellular","may","mon",63,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no",640
"1229",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",2347
"1230",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",643
"1231",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",376
"1232",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",7826
"1233",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",988
"1234",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",2882
"1235",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",2144
"1236",31,"student","single","unknown","no","no","no","cellular","may","thu",243,2,999,1,"failure",-1.8,93.876,-40,0.677,5008.7,"yes",640
"1237",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",2347
"1238",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",643
"1239",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",376
"1240",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",7826
"1241",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",988
"1242",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",2882
"1243",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",2144
"1244",31,"student","single","unknown","no","no","no","cellular","aug","mon",397,2,999,1,"failure",-1.7,94.027,-38.3,0.898,4991.6,"no",640
"1245",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",2347
"1246",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",643
"1247",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",376
"1248",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",7826
"1249",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",988
"1250",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",2882
"1251",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",2144
"1252",31,"student","single","unknown","no","yes","no","cellular","aug","thu",375,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",640
"1253",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",2347
"1254",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",643
"1255",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",376
"1256",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",7826
"1257",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",988
"1258",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",2882
"1259",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",2144
"1260",31,"student","single","unknown","no","unknown","unknown","cellular","sep","wed",708,2,6,2,"success",-1.1,94.199,-37.5,0.88,4963.6,"yes",640
"1261",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",2347
"1262",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",643
"1263",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",376
"1264",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",7826
"1265",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",988
"1266",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",2882
"1267",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",2144
"1268",31,"student","single","unknown","no","yes","no","cellular","aug","mon",868,3,18,3,"failure",-1.7,94.027,-38.3,0.898,4991.6,"yes",640
"1269",31,"student","single","unknown","no","yes","no","cellular","aug","thu",306,2,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes",2347
